Hero,Hero Name,Role,Element,Hero Skill Names,Hero Skill Descriptions,Hero Skill Turns,Soul Burn Count,Soul Burn Descriptions
c1103,Celine,assassin,earth,"[""Uppercut"", ""Intuition"", ""Thunderclap""]","[""Attacks the enemy with a sheath, and grants [color=#1080e5]stealth[/color] to the caster for 1 turn."", ""At the start of the first battle, grants [color=#1080e5]stealth[/color] for 2 turns. After an enemy uses a non-attack skill, [b]dispels all debuffs[/b] from the caster and attacks a random enemy with Blink. Can only be activated once every 2 turns. [b]Blink[/b] ( [color=#1080e5]Acquire 10 Soul[/color] ): Cuts the enemy in the blink of an eye and [b]increases Combat Readiness[/b] of the caster by 30%. [b]Unaffected by elemental disadvantage[/b]."", ""Attacks the enemy repeatedly. and [b]absorbs some of the damage dealt[/b] as Health. Grants [color=#1080e5]increased Evasion[/color] and a [color=#1080e5]barrier[/color] to the caster for 2 turns. When the enemy is not an Elite or Boss monster, [b]damage sharing effects are ignored[/b]. Barrier strength increases proportional to the [b]caster's Attack[/b].""]","['', '2 turns', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c1108,Ervalen,assassin,earth,"[""Vengeance"", ""Sword of Hatred"", ""Heir to the Throne""]","[""Rapidly attacks the enemy, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns."", ""Attacks the enemy repeatedly and grants the caster [color=#1080e5]immunity[/color] for 1 turn. When the enemy's max Health is greater than the caster's max Health, [b]Combat Readiness of the caster increases[/b] proportional to the difference, up to a maximum of 30%."", ""Attacks the enemy with a sword, adopting a [color=#1080e5]counterattacking[/color] stance and granting a [color=#1080e5]barrier[/color] to the caster for 2 turns. When the enemy is defeated, extends buff durations of the caster by 1 turn and grants an [b]extra turn[/b]. When the [b]enemy's max Health is greater[/b] than the caster's max Health, damage dealt increases [b]proportional to the difference[/b], up to a maximum of 70%. Barrier strength increases proportional to the [b]caster's Attack[/b].""]","['', '2 turns', '4 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Increases damage dealt."", """"]"
c5089,Midnight Gala Lilias,assassin,earth,"[""Go, Kyla!"", ""Elaborate Scheme"", ""Take the Lead""]","[""Attacks the enemy with Kyla, and [b]recovers Health[/b]. Amount recovered increases proportional to the [b]caster's Attack[/b]. A successful attack [b]always results in a critical hit[/b]."", ""At the start of battle and at the end of the turn, grants [color=#1080e5]damage limit[/color] to the caster for 1 turn. After attacking on the caster's turn, when the target's Health is 50% or less, activates Now or Never!. Now or Never! can only be activated once every 3 turns. [b]Now or Never![/b] : [color=#1080e5]Increases Attack[/color] of all allies for 2 turns before [b]increasing Combat Readiness[/b] by [color=orange]15%[/color]."", ""[color=#1080e5]Increases Attack[/color] of the caster for 2 turns, before attacking the enemy in their blind spot, and [b]increases Combat Readiness[/b] of the caster by 35%. When the [b]target's max Health is greater than the caster's max Health[/b], [b]penetrates[/b] the target's Defense, with penetration rate increasing proportional to the difference, up to a maximum of 100%. A successful attack [b]always results in a critical hit[/b].""]","['', '3 turns', '3 turns']","['Soulburn (10 souls)', '', '']","[""Increases the amount recovered."", """", """"]"
c1007,Vildred,assassin,earth,"[""Sweep"", ""Dancing Blade"", ""Blade Ascent""]","[""Rapidly attacks [b]two enemies[/b] with a swordstorm. Damage dealt increases proportional to the [b]caster's Speed[/b]."", ""Increases Attack of the caster for 2 turns and activates Dancing Blade when an enemy is defeated by Sweep or Blade Ascent. [b]Increases Combat Readiness[/b] of the caster by 20% when an enemy is defeated. [b]Dancing Blade[/b] ( [color=#1080e5]Acquire 1 Soul[/color] ): Attacks [b]all enemies[/b] with a swordstorm."", ""Attacks [b]all enemies[/b] with a swordstorm, dealing damage proportional to the [b]caster's Speed[/b].""]","['', '', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c1074,Violet,assassin,earth,"[""Graceful Cut"", ""Duel Accepted"", ""Butterfly Cut""]","[""Attacks with a sword, with a [color=orange]75%[/color] chance to [color=red]decrease Attack[/color] for 1 turn. When it is not the caster's turn, [b]increases Combat Readiness[/b] by 15% and gains double the amount of Focus."", ""Prepares for a duel by [b]dispelling two debuffs[/b] from the caster and granting [color=#1080e5]perception[/color] for 3 turns before [b]recovering Health[/b] by 15%. Grants an [b]extra turn[/b] to the caster."", ""Pierces the enemy with a sword, and [b]consumes all Focus[/b]. Damage dealt increases proportional tot e amount of Focus consumed. When 5 Focus is consumed, [b]resets cooldown[/b] of Butterfly Cut. When Butterfly Cut is available according to cooldown count, [b]increases Evasion[/b] by 35%, and after successfully evading, [b]counterattacks[/b] with Graceful Cut.""]","['', '4 turns', '5 turns']","['Soulburn (10 souls)', '', '']","[""Increases effect chance to 100% and [color=red]decreases Attack[/color] of the target for 2 turns."", """", """"]"
c1071,Bellona,ranger,earth,"[""Windbreak Fan"", ""Butterfly Fan"", ""Razorwind Fan""]","[""Attacks the enemy with a fan, dealing damage proportional to the [b]enemy's max Health[/b]. When the caster's stacked Focus is 5 or more, [b]consumes all Focus[/b] and [b]activates Razorwind Fan[/b]."", ""Attacks [b]all enemies[/b] by waving a fan. Grants the caster [color=#1080e5]immunity[/color] for 1 turn after attacking."", ""Attacks [b]all enemies[/b] by creating a powerful gust of wind, with a [color=orange]100%[/color] chance to [color=red]decrease Defense[/color] for 2 turns. Increases damage dealt when Razorwind Fan is triggered by Windbreak Fan.""]","['', '3 turns', '5 turns']","['Soulburn (20 souls)', '', '']","[""Grants an [b]extra turn[/b]."", """", """"]"
c1099,Command Model Laika,ranger,earth,"[""Supporting Fire"", ""Strike Order"", ""Volley Fire!""]","[""Attacks the enemy, [b]increasing Combat Readiness[/b] of the caster and a random ally except for the caster by [color=orange]15%[/color]."", ""Selects an enemy, with a [color=orange]100%[/color] chance to [color=red]target[/color] them for 2 turns. [color=#1080e5]Increases Attack[/color] of the ally except for the caster with the highest Attack for 2 turns, and [b]decreases skill cooldown[/b] by 1 turn, before triggering a [b]Dual Attack[/b]."", ""Shoots out all wings to attack [b]all enemies[/b], with a [color=orange]100%[/color] chance each to [color=red]decrease Speed[/color] for 2 turns and put them to [color=red]sleep[/color] for 1 turn, before granting [color=#1080e5]immunity[/color] to all allies for 2 turns.""]","['', '3 turns', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Skill cooldown is decreased by 2 turns.""]"
c1158,Fenris,ranger,earth,"[""Magic Arrow"", ""Unwavering Will"", ""Strike of Fate""]","[""Attacks the enemy with a magic arrow, and [color=#1080e5]increases Speed[/color] for 1 turn. When it is the caster's turn, gains 25 [b]Fighting Spirit[/b]."", ""Starts the first battle with 50 [b]Fighting Spirit[/b]. After an ally suffers an extra attack, counterattack, or Dual Attack, gains 50 [b]Fighting Spirit[/b] and uses Soaring Arrow. The effect after being attacked can only be activated once every 2 turns. [b]Soaring Arrow[/b] : Leaps backward and attacks [b]all enemies[/b], before [b]dispelling one debuff[/b] from all allies. [b]Increases Combat Readiness[/b] of the caster by 30%."", ""After granting [color=#1080e5]increased Attack (Greater)[/color] of the caster for 3 turns, attacks the enemy with an arrow of resolution. When the [b]enemy's max Health is greater[/b] than the caster's max Health, damage dealt increases proportional to the difference, up to a maximum of 70%.""]","['', '', 'Consume 75 Fighting Spirit']","['Soulburn (10 souls)', '', '']","[""Increases damage dealt."", """", """"]"
c1024,Iseria,ranger,earth,"[""Refined Flower"", ""Oathkeeper"", ""Full Bloom""]","[""Throws swords at the enemy, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns."", ""[b]Resets skill cooldown[/b] of an ally except for the caster with light energy. Grants an [b]extra turn[/b]."", ""Attacks the enemy with a giant Magic Sword, [b]dispelling all buffs[/b], before [color=red]decreasing Defense[/color] and making them [color=red]unable to be buffed[/color] for 2 turns.""]","['', '5 turns', '4 turns']","['Soulburn (10 souls)', '', '']","[""Increases effect chance by 50% and increases damage dealt. Does not trigger a Dual Attack."", """", """"]"
c1109,Landy,ranger,earth,"[""Fire"", ""The Chief Is on the Scene"", ""Full Burst""]","[""Fires at the enemy and [b]increases the caster's Combat Readiness[/b] by [color=orange]15%[/color]. Combat Readiness increase and amount of Fighting Spirit gained are doubled when the [b]enemy is buffed[/b]."", ""[b]Increases the caster's Attack[/b] by [color=orange]20%[/color] after attacking. This effect can only stack up to 3 times. At the start of the turn, [b]gains 10 Fighting Spirit[/b] for each buff granted to an enemy, and when Fighting Spirit is full, [b]resets skill cooldown[/b]. Starts the first battle with [b]50 Fighting Spirit[/b]."", ""Fires at [b]all enemies[/b] and grants all allies [color=#1080e5]increased Speed[/color] for 2 turns, before [b]increasing their Combat Readiness[/b] by 15%. When Fighting Spirit is full, [b]consumes all Fighting Spirit[/b] to [b]penetrate[/b] the target's Defense by 50%. This skill [b]cannot trigger a counterattack[/b].""]","['', '', '4 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""Grants an [b]extra turn[/b].""]"
c1080,Pavel,ranger,earth,"[""Hurricane Sword"", ""Storm Bullet"", ""Destructive Pursuit""]","[""Strikes the enemy with a gun, with a [color=orange]75%[/color] chance to [color=red]decrease Hit Chance[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's Speed[/b]."", ""Grants the caster [color=#1080e5]increased Attack[/color] for 2 turns, before firing a strong blast of wind at [b]all enemies[/b]. Damage dealt increases proportional to the [b]caster's Speed[/b]. This skill [b]cannot trigger a counterattack[/b]."", ""Swiftly cuts and shoots the enemy. When the enemy is not an Elite or Boss monster, [b]damage sharing effects are ignored[/b]. Damage dealt increases proportional to the [b]caster's Speed[/b].""]","['', '3 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""Grants an [b]extra turn[/b]."", """"]"
c1053,Basar,mage,earth,"[""Sand Wind"", ""Hurricane"", """"]","[""Attacks with wind magic. When the caster is debuffed, has a [color=orange]75%[/color] chance to [b]transfer[/b] one debuff from the caster to the enemy and inflict a random debuff for 2 turns."", ""Attacks [b]all enemies[/b] by releasing a hot sand hurricane, with a [color=orange]75%[/color] chance each to [color=red]decrease Hit Chance[/color] and [color=red]Attack[/color] for 2 turns."", ""Attacks [b]all enemies[/b] with sand magic, [b]dispelling all buffs[/b] and making them [color=red]unable to be buffed[/color] for 2 turns, before [b]decreasing Combat Readiness[/b] by 30%.""]","['', '3 turns', '4 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c1069,Ludwig,mage,earth,"[""Starlight"", ""Moonlight Blow"", ""Call of the Full Moon""]","[""Attacks with magic, before a [color=orange]75%[/color] chance to [b]steal one buff[/b]. [b]Increases the caster's Combat Readiness[/b] by 15% when the caster is buffed after attacking."", ""Attacks the enemy with light, [b]decreasing buff durations[/b] by 1 turn before a [color=orange]100%[/color] chance to [color=red]stun[/color] for 1 turn. Grants the caster [color=#1080e5]invincibility[/color] for 1 turn. After the attack, when the target is [color=red]stunned[/color], [b]increases Combat Readiness[/b] of the caster by 50%."", ""Attacks [b]all enemies[/b] with Nocturne magic, and when an enemy is defeated, [b]extends the caster's buff durations[/b] by 1 turn. [b]Penetrates[/b] the target's Defense by 30%. When the caster is [color=#1080e5]invincible[/color], [b]penetrates[/b] the target's Defense by an additional 30%.""]","['', '3 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""[b]Ignores Effect Resistance[/b]."", """"]"
c1115,Ram,mage,earth,"[""How Boring."", ""What Are You Looking At?"", ""El Fura""]","[""Attacks the enemy with wind, with a [color=orange]75%[/color] chance to [color=red]decrease Attack[/color] for 1 turn. When the caster is buffed, effect chance increases by 25%."", ""[b]Increase Attack[/b] by 30%. [b]Reduces the effect of decreased Combat Readiness[/b] debuffs inflicted on the caster by [color=orange]100%[/color]."", ""Attacks the enemy with a gust of wind, [color=red]decreasing Defense[/color] for 2 turns, and grants [color=#1080e5]increased Attack (Greater)[/color] to the caster for 2 turns.""]","['', '', '4 turns']","['Soulburn (10 souls)', '', '']","[""Attack [b]all enemies[/b]. This attack does not trigger a Dual Attack."", """", """"]"
c1088,Vivian,mage,earth,"[""Vitality Drain"", ""Thunder God's Cry"", ""Mana Amplification""]","[""Smashes the enemy with a rock, [b]increasing the caster's Combat Readiness[/b] by [color=orange]15%[/color]. A critical hit will increase the caster's Combat Readiness by an additional 10%."", ""Attacks [b]all enemies[/b] with a thunderstorm. Activates Thunder God's Cry again when an enemy is defeated. Each subsequent Thunder God's Cry activated this way deals decreased damage, and can be activated up to 3 times."", ""Fully amplifies mana, granting [color=#1080e5]immunity[/color] to all allies for 3 turns before granting [color=#1080e5]increased Attack (Greater)[/color] to the caster for 3 turns while [color=#1080e5]increasing Attack[/color] of all allies except for the caster for 3 turns.""]","['', '2 turns', '5 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Increases damage dealt."", """"]"
